ZoneName,LengthM,SiteCode,DateStart,DateFinish,ZoneDescription,Comments,Comments2,RoadType,RCACScore,RoadWidthM,LRoadWidth,RRoadWidth,WidthVarie,RCACWidth,RCACTreesW,RCACTreesS,RCACGround,RCACGrassl,RCACLeafLi,RCACLogs,RCACRocksC,RCACWetlan,RCACMaxFau,RCACRegene,RCACWildli,RCACWeedCo,RCACSiteDi,RCACRareSp,HollowTree,LargeOldTree,Trees,LogsWoodyD,GroundFlor,Mistletoe,Shrubs,BioticSoil,LeafMulchL,Rocks,CracksCrev,Wetland,Disturbanc,Regenerati,Weeds,Powerline,BiomassRed,AdjoiningL,AdjoiningV,PowerlineD,CanopyCont,OverallFue,GroundFuel,ElevatedFu,BarkHazard,Majorweeds,Locality,LandFormLS,LandForm00,SoilType,EVCCode,EVCNotes,EVCSource,Origin,Recommenda
wattle road,3,g643,01/04/2015,01/04/2015,woodland with patchy native grass/bracken understorey,,,,19,8.0,,,1,2,1,2,2,0,2,1,0,0,5,3,2,3,4,0,0,1,19.0,1,50,0,24,0,2,0,0,0,3,4,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,411,Mar-47,,,
gum road,1,g451,01/04/2015,01/04/2015,cleared under powerlines,,,,16,4.0,,,0,1,0,2,2,0,2,0,0,0,5,3,2,3,2,0,0,0,0.0,0,45,0,24,0,2,0,0,0,2,4,4,0,300,,i+e,291.0,0,,,,,,dereel,2.1lsp6-2,,szb,286,20/22,,,
acacia road,6,g322,01/04/2015,01/04/2015,forest,,,,16,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,3,4,0,0,0,20.0,0,29,2,24,0,2,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,265,20/22>47,,,
arnolds road,7,g122,01/04/2015,01/04/2015,forest,,,,15,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,20.0,0,45,0,24,0,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,286,20/22,,,
"russell street, dereel",1,g578,01/04/2015,01/04/2015,woodland with patchy native grass understorey,,,,16,15.0,,,0,2,1,2,2,0,2,0,0,0,5,1,2,2,4,0,0,1,19.0,0,29,0,17,0,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,dereel,2.1lsp6-2,,yf,3,3,,,
battery road,3,g417,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,13,4.0,,,0,1,1,2,2,0,2,0,0,0,5,1,2,2,2,0,0,1,18.0,0,29,1,23,0,2,0,0,0,2,2,3,0,298,,i+e,309.0,2,,,,,,dereel,2.1lsp6-2,,szb,3,3,,,
golden reef road,3,g242,01/04/2015,01/04/2015,forest,,,,17,4.0,,,1,1,0,2,2,0,2,0,0,0,5,1,3,3,4,0,0,0,20.0,0,45,0,24,1,3,0,0,0,3,2,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,127,[3]>127>[22/20],,,
farley lane,4,g416,01/04/2015,01/04/2015,"derived grassland, scattered wattles on edges",,,,9,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,1,2,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,3,0,298,,e,309.0,0,,,,,,dereel,2.1lsp6-2,,szb,3,3,,,
spring road,4,g219,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,7,6.0,,,0,2,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,corindhap,2.1lsp6-2,,szb,3,3,,,
spring road,1,g219,01/04/2015,01/04/2015,woodland with patchy native grass understorey,,,,16,8.0,,,1,2,1,2,2,0,1,0,0,0,5,1,2,2,4,0,0,1,18.0,0,29,1,23,0,1,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,corindhap,2.1lsp6-2,,szb,175,175,,,
trendes lane,8,g224,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,4,4.0,,,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,2,1,0,294,,e,309.0,0,,,,,,corindhap,2.1lsp6-2,,szb,175,175,,,
leigh court,3,g488,01/04/2015,01/04/2015,urban,,,,11,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,0,2,2,0,0,0,16.0,0,29,0,16,0,1,0,0,0,2,2,3,0,298,,e,309.0,1,,,,,,corindhap,2.1lsp6-2,,szb,3,3,,,
mellingtons road,5,g156,01/04/2015,01/04/2015,woodland with patchy native grass/bracken understorey,,,,17,4.0,,,0,1,3,2,2,0,2,2,0,0,5,1,3,3,4,0,2,1,19.0,2,43,0,26,0,2,0,0,0,3,2,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1pft6-4,,yf,3,3,,,
"browns road, scarsdale",6,g020,02/04/2015,02/04/2015,woodland with patchy native grass understorey,,,,16,10.0,,,0,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,30,0,25,1,2,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
"browns road, scarsdale",2,g020,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,2,1,0,289,,e,309.0,0,,,,,,scarsdale,2.1lsp6-2,,ye,47,47/soak,,,
leith road,3,g489,02/04/2015,02/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
vicki court,4,g637,02/04/2015,02/04/2015,cleared under powerlines,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,289,,e,307.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
richards court,2,g006d,02/04/2015,02/04/2015,"mown rural residential, no remnant woody vegetation",,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e,291.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gale court,1,g429,02/04/2015,02/04/2015,"mown rural residential, no remnant woody vegetation",,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e/sb,291.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gorman court,1,g444,02/04/2015,02/04/2015,woodland with patchy native grass understorey,,,,16,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,3,4,0,0,0,19.0,0,45,0,24,2,3,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gorman court,2,g444,02/04/2015,02/04/2015,dominated by planted and spreading environmental weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
victoria road,3,g066,02/04/2015,02/04/2015,cleared under powerlines,,,,10,,,,0,1,0,2,2,0,0,0,0,0,4,0,1,2,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,1,3,0,298,,i,291.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
victoria road,1,g066,02/04/2015,02/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,29,0,24,0,2,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,2206,47>[198]>[47]>20,,,
victoria road,3,g066,02/04/2015,02/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,29,0,24,0,2,0,0,0,3,2,4,0,289,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,20,20,,,
jenkins road,8,g024c,02/04/2015,02/04/2015,cleared under powerlines,,,,18,4.0,,,0,1,0,2,2,0,2,1,0,0,5,3,2,3,4,0,0,0,18.0,1,48,1,25,1,2,0,0,0,3,4,4,0,300,,i,307.0,0,,,,,,scarsdale,2.1lsp6-2,,szb,265,22/20>47,,,
jenkins road,3,g024c,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,1,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,2,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
daniels road,2,g024a,02/04/2015,02/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
daniels road,1,g024a,02/04/2015,02/04/2015,grassland,,,,8,10.0,,,0,2,0,0,2,0,0,0,1,0,3,0,0,1,2,0,0,0,0.0,0,29,0,0,0,0,1,0,0,2,1,2,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
jensens road,3,g474,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,i+e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
jensens road,3,g474,02/04/2015,02/04/2015,cleared under powerlines,,,,15,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,16.0,0,29,0,23,0,2,0,0,0,3,2,3,0,300,,i+e,291.0,0,,,,,,scarsdale,2.1lsp6-2,,ye,47,47,,,
gemini lane,3,g433,02/04/2015,02/04/2015,pasture grasses and weeds,,,,2,4.0,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,1,1,1,0,298,,e,291.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
"recreation road, scardsale",5,g024d,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
heads road,3,g463,02/04/2015,02/04/2015,dominated by shelterbelts and/or escapees,,,,4,4.0,,,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,1,0,0,1,1,1,0,289,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
aisbett road,1,g325,02/04/2015,02/04/2015,pasture grasses and weeds,,,,2,4.0,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,1,1,1,0,296,,e,291.0,0,,,,,,,,,,2223,2223,,,
galatea road,1,g023,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,newtown (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
wards road,5,g638,02/04/2015,02/04/2015,pasture grasses and weeds,,,,5,,,,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,28,0,16,0,0,0,0,0,2,1,1,0,289,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223,,,
golden lake road,2,g027,02/04/2015,02/04/2015,grassland,,,,8,5.0,,,1,1,0,1,2,0,0,0,2,0,5,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,2,0,0,2,1,1,0,300,,e,309.0,0,,,,,,newtown (ballarat),7.1pbfq6-5,,ye,715,[47]>132>[649]>132>[47],,,
golden lake road,1,g027,02/04/2015,02/04/2015,forest,,,,15,4.0,,,1,1,2,2,2,0,2,1,0,0,5,1,2,2,4,0,0,2,20.0,1,29,1,24,0,2,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,piggoreet,7.1pbfq6-5,,ye,47,47>2223,,,
linton-piggoreet road,8,g008,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,16,8.0,,,1,2,0,2,2,0,0,0,2,0,5,1,2,2,4,0,0,0,0.0,0,29,0,24,0,0,2,0,0,3,2,3,0,289,,i+e,309.0,0,,,,,,piggoreet,7.1pbfq6-5,,ye,2244,2223>47,,,
linton-piggoreet road,2,g008,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,7,5.0,,,0,1,0,1,2,0,0,0,1,0,4,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,1,0,0,2,1,1,0,300,,e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2227,2223/649>2223,,,
happy valley crossing road,1,g019,02/04/2015,02/04/2015,pasture grasses and weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
smith road,2,g600,02/04/2015,02/04/2015,dominated by shelterbelts and/or escapees,,,,5,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
porters road,9,g017,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,9,2.0,,,1,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,1,16,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
mcmasters road,1,g014,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,pine plantation near end,,,10,5.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,2,0,0,0,16.0,0,29,1,23,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,1,,,,,,scarsdale,2.1lsp6-2,,szb,47,47,,,
judds road,2,g015,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,0,2,2,0,1,0,0,0,5,1,2,2,4,1,0,0,18.0,0,29,2,23,0,1,0,0,0,3,2,3,0,300,,i+e,309.0,2,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
judds road,9,g015,09/04/2015,09/04/2015,dominated by gorse,,,,8,6.0,,,0,2,0,0,2,0,0,0,0,0,2,0,1,1,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,2,0,289,,i+e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
judds road,6,g015,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,8.0,,,0,2,1,2,2,0,2,0,0,0,5,1,2,1,4,1,0,1,18.0,0,29,2,23,0,2,0,0,0,3,2,2,0,300,,i,309.0,2,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
off judds road,3,g540,09/04/2015,09/04/2015,pasture grasses and weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e/sb,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
aisbett road,3,g325,09/04/2015,09/04/2015,dominated by gorse,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,2223,2223>[851],,,
basin road,1,g011,09/04/2015,09/04/2015,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,4.0,,,0,1,0,2,2,0,0,0,0,0,4,3,1,1,2,1,0,0,0.0,0,29,0,25,0,0,0,0,0,2,4,2,0,298,,i,291.0,0,,,,,,scarsdale,2.1lsp6-2,,szb,2205,47/127>47,,,
murphys lane,3,g529,09/04/2015,09/04/2015,cleared under powerlines,,,,13,4.0,,,0,1,1,2,2,0,1,0,0,0,5,2,1,2,2,0,0,1,18.0,0,29,1,26,0,1,0,0,0,2,3,3,0,300,,i,291.0,1,,,,,,scarsdale,7.1pbfq6-5,,szb,47,47,,,
murphys lane,2,g529,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,1,2,0,0,0,0,0,3,1,0,2,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,2,3,0,300,,i+e,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
crosier road,6,g389,09/04/2015,09/04/2015,forest,,,,16,6.0,,,1,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,20.0,1,29,0,24,0,3,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2215,47>2003>47,,,
linton-piggoreet road,5,g008,09/04/2015,09/04/2015,dominated by shelterbelts and/or escapees,,,,11,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,1,1,2,0,0,0,18.0,0,29,0,23,0,2,0,0,0,2,2,2,0,289,,i+e,309.0,1,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,47,[2223]>47,,,
linton-piggoreet road,3,g008,09/04/2015,09/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,1,2,2,0,2,2,0,0,5,1,2,2,4,1,0,1,19.0,3,33,1,24,2,2,0,0,0,3,2,3,0,289,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,2215,47>2003/127>47,,,
linton-piggoreet road,3,g008,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,10,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47>2223,,,
linton-naringhil road,2,g182,09/04/2015,09/04/2015,pasture grasses and weeds,,,,6,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,1,2,0,289,,e/sb,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2244,2223>47>2223,,,
jones road,1,g177,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,0,2,2,0,0,0,1,0,5,0,1,1,4,0,0,0,0.0,0,29,0,23,0,0,1,0,0,3,1,2,0,300,,e/sb,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223>[47],,,
mitchells lane,3,g195,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,11,8.0,,,0,2,0,1,2,0,0,0,0,0,3,1,1,2,2,0,0,0,0.0,0,30,0,16,0,0,0,0,0,2,2,3,0,300,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
sandows lane,3,g216,09/04/2015,09/04/2015,grassland,,,,10,8.0,,,0,2,0,1,2,0,0,0,1,0,4,0,0,2,2,0,0,0,0.0,0,29,0,16,0,0,1,0,0,2,1,3,0,300,,e,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223,,,
sandows lane,6,g216,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,2,2,2,0,0,1,0,0,5,0,2,2,4,0,1,1,18.0,1,29,0,23,0,0,0,0,0,3,1,3,0,300,,i+e,309.0,2,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
mitchells lane,3,g195,09/04/2015,09/04/2015,pasture grasses and weeds,,,,6,8.0,,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e/sb,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223,,,
mitchells lane,4,g195,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,25,8.0,,,0,2,1,1,2,0,0,0,0,0,4,0,1,1,2,1,0,1,16.0,0,29,0,0,0,0,0,0,0,2,1,2,0,289,,e/sb,309.0,1,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
happy valley road,2,g170,09/04/2015,09/04/2015,cleared under powerlines,,,,11,4.0,,,0,1,0,2,2,0,0,0,2,0,5,0,1,0,4,0,0,0,0.0,0,29,0,24,0,0,2,0,0,3,1,1,0,289,,e/sb,307.0,0,,,,,,linton,7.1pbfq6-5,,ye,2223,2223,,,
argyle road,7,g121,09/04/2015,09/04/2015,cleared under powerlines,,,,11,4.0,,,0,1,0,1,2,0,0,0,1,0,4,1,2,1,2,0,0,0,0.0,0,29,0,16,0,0,1,0,0,2,2,2,0,298,,en,291.0,0,,,,,,happy valley (ballarat),7.1pbfq6-5,,ye,2223,2223,,,
argyle road,1,g121,09/04/2015,09/04/2015,woodland with patchy native grass understorey,,,,18,8.0,,,0,2,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,19.0,2,33,0,24,3,4,0,0,0,3,2,4,0,300,,i,309.0,2,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2215,47>2003,,,
milburn road,7,g192,09/04/2015,09/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,4,0,0,0,16.0,0,29,0,16,0,0,0,0,0,3,2,2,0,300,,e/sb,309.0,0,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2223,2223>[47]>2003,,,
flagstaff road,7,g420,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,17,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,19.0,2,30,0,17,1,2,0,0,0,3,2,4,0,289,,i,307.0,3,,,,,,linton,2.1lsp6-2,,szb,411,3>47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,,,16,3.0,,,0,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,29,0,24,1,2,0,0,0,3,2,3,0,289,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,cleared under powerlines,,,,8,6.0,,,0,2,0,0,2,0,0,0,0,0,2,1,1,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,2,1,0,289,,i+e,291.0,0,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,2,g159,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,10,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,300,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,1,g159,16/04/2015,16/04/2015,pasture grasses and weeds,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,16.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,e/sb,307.0,0,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
flagstaff ridge road,9,g159,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,11,4.0,,,0,1,0,2,2,0,0,0,0,0,4,2,1,1,2,0,0,0,18.0,0,29,0,23,0,0,0,0,0,2,3,2,0,289,,e/sb,307.0,1,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
jacks road,1,g118,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,10,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,0,,,,,,pittong,2.1lsp6-2,,szb,47,47,,,
jacks road,1,g118,16/04/2015,16/04/2015,cleared under powerlines,road follows evc change 47+22/20,,,13,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,2,0,0,0,18.0,0,29,0,23,0,1,0,0,0,2,2,3,0,300,,i,307.0,1,,,,,,linton,2.1lsp6-2,,szb,265,[47]>[20]>47>20/22,,,
stringybark court,7,g221,16/04/2015,16/04/2015,forest,,,,17,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,3,3,4,0,0,0,20.0,1,45,0,26,1,2,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,286,22/20>[47]>22/20,,,
bryants road,8,g134,16/04/2015,16/04/2015,forest,,,,16,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,3,2,4,0,0,1,20.0,1,29,0,24,1,2,0,0,0,3,2,3,0,289,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,265,47>22>47,,,
bryants road,7,g134,16/04/2015,16/04/2015,cleared under powerlines,,,,10,4.0,,,0,1,0,2,2,0,0,0,0,0,4,2,0,1,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,3,2,0,298,,e/sb,307.0,0,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
tweeney road,5,g633,16/04/2015,16/04/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,5.0,,,0,1,0,2,2,0,2,1,0,0,5,1,3,2,4,1,0,0,19.0,1,29,2,24,0,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
blunts lane,1,g347,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,14,4.0,,,1,1,1,2,2,0,1,0,0,0,5,1,2,1,4,0,0,1,18.0,0,29,0,23,0,1,0,0,0,3,2,2,0,298,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
jackson street,2,g473,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,1,2,2,0,0,0,0,0,5,1,1,0,4,0,0,1,18.0,0,29,0,23,0,0,0,0,0,3,2,1,0,289,,i+e,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
gascoignes lane,7,g018,16/04/2015,16/04/2015,woodland with patchy native grass/bracken understorey,,,,15,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,2,2,4,0,0,1,20.0,1,45,1,24,1,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,linton,2.1lsp6-2,,szb,265,47>20/22>47>20/22,,,
gascoignes lane,2,g018,16/04/2015,16/04/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,1,16,0,0,0,0,0,2,2,1,0,289,,in,309.0,1,,,,,,linton,2.1lsp6-2,,szb,47,47,,,
